"y";"x1";"x2";"i";"cluster"
1;-1,056;-0,403;11;"11"
1;1,054;0,482;11;"11"
0;0,566;-0,205;11;"11"
0;-1,053;-0,305;11;"11"
1;-0,295;-1,278;12;"12"
1;-0,619;-0,617;12;"12"
0;0,49;-0,166;12;"12"
0;-1,475;0,475;12;"12"
0;-0,697;0,575;12;"12"
1;-0,557;-0,823;12;"12"
1;-0,34;-3,162;12;"12"
1;2,282;0,812;12;"12"
0;-0,195;0,078;12;"12"
1;1,538;-0,839;12;"12"
0;1,826;-0,627;12;"12"
0;-0,022;0,297;12;"12"
0;0,826;-0,687;12;"12"
1;-0,079;-0,5;12;"12"
0;-1,03;0,997;12;"12"
1;0,563;-1,306;12;"12"
0;0,808;1,792;12;"12"
1;-1,214;-1,163;12;"12"
0;-0,615;0,822;12;"12"
0;0,853;-0,142;12;"12"
0;-1,785;0,86;12;"12"
0;-0,799;-0,01;12;"12"
1;0,748;0,048;12;"12"
1;1,628;0,235;12;"12"
0;0,272;0,609;12;"12"
0;1,599;0,701;12;"12"
0;-1,026;-0,938;12;"12"
1;-0,829;-0,286;12;"12"
0;-1,358;0,063;12;"12"
1;-0,491;-1,15;12;"12"
1;-1,975;-1,16;12;"12"
0;-1,942;0,034;12;"12"
0;1,415;0,162;12;"12"
1;1,024;0,308;12;"12"
1;-0,832;-2,535;12;"12"
1;-1,089;0,028;12;"12"
1;1,398;0,196;12;"12"
0;0,649;-0,476;12;"12"
0;0,85;0,311;12;"12"
1;0,499;-0,12;12;"12"
0;-1,761;1,675;12;"12"
0;-0,461;0,733;12;"12"
1;-0,376;-2,796;12;"12"
0;0,148;0,181;12;"12"
0;1,638;1,109;12;"12"
1;0,145;-0,603;12;"12"
1;0,169;-1,079;12;"12"
0;-0,891;0,455;12;"12"
0;-0,185;1,295;12;"12"
0;0,96;1,766;12;"12"
0;-1,057;0,104;12;"12"
1;0,103;-2,367;12;"12"
0;-1,259;-0,091;12;"12"
0;-1,228;1,244;12;"12"
1;0,94;-1,034;12;"12"
0;-0,908;-0,002;12;"12"
1;-0,1;0,449;12;"12"
0;0,082;-0,33;12;"12"
0;0,51;0,339;12;"12"
0;-1,135;1,494;12;"12"
1;-0,59;0,28;12;"12"
0;-0,305;-0,249;12;"12"
1;2,377;-3,57;12;"12"
0;1,044;1,095;12;"12"
0;0,735;1,348;12;"12"
1;-1,005;-1,77;12;"12"
0;0,687;0,295;12;"12"
1;-0,312;-0,14;12;"12"
1;0,101;-0,468;12;"12"
1;0,713;-0,174;12;"12"
0;0,739;-0,507;12;"12"
1;1,22;-1,971;12;"12"
1;1,131;-1,166;12;"12"
0;-0,118;-0,031;12;"12"
0;-0,705;0,456;12;"12"
0;0;0,425;12;"12"
0;-2,538;0,852;12;"12"
0;-1,727;1,187;13;"13"
0;-0,981;0,013;13;"13"
1;1,706;0,262;13;"13"
0;-0,577;-0,093;13;"13"
0;0,936;-0,178;13;"13"
1;0,359;1,098;13;"13"
1;0,122;-0,113;13;"13"
0;-0,296;-0,203;13;"13"
0;1,692;-0,603;13;"13"
0;-0,534;-0,904;13;"13"
1;-0,245;0,892;13;"13"
0;0,432;-1,49;13;"13"
0;0,118;-0,124;13;"13"
0;1,424;0,184;13;"13"
0;0,218;-2,342;13;"13"
0;1,125;-0,262;13;"13"
0;-0,221;-1,82;13;"13"
1;1,558;0,581;13;"13"
1;0,562;-0,063;13;"13"
1;0,935;0,97;13;"13"
0;0,212;-0,65;13;"13"
0;-0,107;0,305;13;"13"
0;-0,226;-1,057;13;"13"
0;0,246;-0,122;13;"13"
0;-0,509;-0,771;13;"13"
0;-1,572;-0,606;13;"13"
0;1,099;-0,614;13;"13"
1;-1,34;0,822;13;"13"
0;1,447;-0,457;13;"13"
0;-0,331;-1,18;13;"13"
0;-0,599;-0,604;13;"13"
0;-0,697;-0,624;13;"13"
0;0,915;0,956;13;"13"
1;-0,228;1,354;13;"13"
0;-0,056;0,667;13;"13"
1;1,202;0,398;13;"13"
1;0,743;1,072;13;"13"
1;-0,165;1,714;13;"13"
0;0,496;-0,943;13;"13"
0;-0,411;-2,152;13;"13"
0;-0,008;-0,159;13;"13"
0;1,256;0,542;13;"13"
0;0,196;-1,059;13;"13"
1;1,166;0,666;13;"13"
1;-1,049;1,513;13;"13"
0;0,647;-0,346;13;"13"
0;-1,226;-0,81;13;"13"
0;-1,273;-1,178;13;"13"
0;-0,014;0,174;13;"13"
0;0,761;-0,055;13;"13"
0;-0,711;-0,478;13;"13"
0;1,565;-0,552;13;"13"
0;1,482;-0,07;13;"13"
1;-0,382;1,205;13;"13"
0;-0,74;-0,069;13;"13"
1;-0,577;1,019;13;"13"
1;1,421;1,254;13;"13"
1;-0,868;2,992;13;"13"
0;2,028;-1,662;13;"13"
0;1,351;-0,091;13;"13"
0;1,35;-1,038;13;"13"
1;0,406;3,123;13;"13"
0;0,421;0,378;13;"13"
1;0,306;0,941;13;"13"
1;0;0,959;13;"13"
0;0,141;-0,607;13;"13"
0;-0,428;-1,191;13;"13"
0;-0,324;-0,612;13;"13"
1;-0,464;0,503;13;"13"
0;-0,966;-1,595;13;"13"
0;0,366;-1,792;13;"13"
0;-0,807;-0,247;13;"13"
1;-0,87;0,238;13;"13"
1;0,788;0,947;13;"13"
0;0,124;-0,262;13;"13"
0;0,169;0,087;13;"13"
0;1,11;-1,79;13;"13"
1;1,388;0,117;13;"13"
0;1,223;0,216;13;"13"
0;-1,293;0,037;13;"13"
0;-1,345;-0,71;13;"13"
1;0,394;-0,285;13;"13"
0;0,133;-0,776;13;"13"
0;-0,097;1,339;14;"14"
1;2,633;0,551;14;"14"
0;-0,62;-0,204;14;"14"
1;0,173;-1,2;14;"14"
0;-0,276;0,888;14;"14"
0;0,016;1,91;14;"14"
0;-0,864;0,598;14;"14"
0;-0,298;0,617;14;"14"
0;1,899;0,045;14;"14"
0;0,469;1,725;14;"14"
0;-1,122;0,853;14;"14"
0;-1,083;0,594;14;"14"
0;-0,623;0,371;14;"14"
0;0,833;0,068;14;"14"
1;0,273;-1,037;14;"14"
0;0,204;-0,085;14;"14"
0;0,261;0,708;14;"14"
0;-1,092;-0,368;14;"14"
1;-0,05;0,031;14;"14"
1;0,256;-1,137;14;"14"
0;-1,108;0,754;14;"14"
0;1,122;-0,637;14;"14"
0;-0,865;0,473;14;"14"
1;-0,081;-0,767;14;"14"
0;-2,27;0,387;14;"14"
0;-0,26;2,003;14;"14"
1;-1,022;-0,339;14;"14"
0;-1,168;1,05;14;"14"
1;-0,123;0,076;14;"14"
1;0,553;0,086;14;"14"
1;-1,055;-2,255;14;"14"
0;2,147;0,581;14;"14"
0;-0,935;1,67;14;"14"
0;-1,072;0,162;14;"14"
0;-0,964;1,506;14;"14"
1;-1,148;-0,69;14;"14"
0;0,268;0,152;14;"14"
1;-0,549;-1,926;14;"14"
1;0,335;0,469;14;"14"
0;0,426;1,224;14;"14"
1;-1,518;0,345;14;"14"
1;0,116;0,343;14;"14"
0;-0,599;-0,977;14;"14"
0;-0,296;-0,712;14;"14"
1;3,228;1,165;14;"14"
1;0,298;-0,233;14;"14"
0;-1,419;0,533;14;"14"
0;2,193;-1,688;14;"14"
1;0,277;-1,864;14;"14"
0;-0,9;-0,477;14;"14"
0;-1,143;0,787;14;"14"
0;1,67;0,069;14;"14"
0;-0,763;1,043;14;"14"
1;-0,621;-1,454;14;"14"
1;-0,048;-1,679;14;"14"
1;-1,241;-0,644;14;"14"
1;2,123;-0,539;14;"14"
0;0,168;-0,359;14;"14"
1;0,481;-0,974;14;"14"
1;0,574;-0,963;15;"15"
1;1,751;1,531;15;"15"
1;-1,488;0,515;15;"15"
1;0,884;0,622;15;"15"
1;0,304;1,258;15;"15"
0;0,85;-1,093;15;"15"
1;-0,061;0,857;15;"15"
1;-0,56;-0,87;15;"15"
1;1,562;2,156;15;"15"
1;-1,868;-0,616;15;"15"
0;-0,257;-1,112;15;"15"
1;-0,088;0,523;15;"15"
1;1,459;0,523;15;"15"
1;1,143;-0,549;15;"15"
1;0,324;0,001;15;"15"
1;-0,857;0,205;15;"15"
1;-1,745;-0,483;15;"15"
1;0,286;1,312;15;"15"
1;0,97;1,165;15;"15"
1;1,028;0,584;15;"15"
1;-1,302;-0,664;15;"15"
1;0,099;0,634;15;"15"
1;1,094;0,062;15;"15"
1;0,539;-0,834;15;"15"
1;0,739;-0,998;15;"15"
1;0,107;0,753;15;"15"
1;-0,506;0,28;15;"15"
1;0,69;-0,096;15;"15"
0;-0,064;-1,916;15;"15"
1;0,461;1,117;15;"15"
1;1,552;0,635;15;"15"
1;0,699;0,036;15;"15"
1;0,188;1,35;15;"15"
0;-0,58;-1,554;15;"15"
1;-0,705;1,232;15;"15"
1;1,034;0,378;15;"15"
1;0,633;-0,197;15;"15"
1;-1,673;0,238;15;"15"
0;-0,556;-0,182;15;"15"
1;-1,986;-0,2;15;"15"
1;0,271;1,156;15;"15"
0;-1,176;-1,552;15;"15"
1;-1,437;0,346;15;"15"
1;0,184;1,649;15;"15"
1;-0,187;-0,327;15;"15"
1;-0,162;1,413;15;"15"
1;1,522;0,344;15;"15"
1;1,573;-0,566;15;"15"
1;-0,092;0,702;15;"15"
1;1,124;0,273;15;"15"
1;-0,003;-0,092;15;"15"
1;1,87;-0,339;15;"15"
1;-0,484;2,156;15;"15"
1;1,925;2,085;15;"15"
1;-1,61;0,431;15;"15"
1;0,295;0,412;15;"15"
1;-1,071;0,07;15;"15"
0;0,326;-0,027;15;"15"
0;0,132;-0,16;15;"15"
1;1,198;0,543;15;"15"
1;-0,568;-0,951;15;"15"
1;-0,869;0,047;15;"15"
1;-0,202;0,906;15;"15"
1;-0,595;-0,827;15;"15"
1;1,155;-0,449;15;"15"
1;1,573;-0,065;15;"15"
1;0,996;0,359;15;"15"
1;-0,306;0,151;15;"15"
0;-0,96;0,114;15;"15"
0;-0,613;-0,645;15;"15"
1;-0,103;1,759;15;"15"
1;-0,759;1,169;15;"15"
1;-0,706;-0,228;15;"15"
1;-0,058;-0,024;15;"15"
1;1,092;1,091;15;"15"
1;0,022;1,354;15;"15"
1;-0,357;1,777;15;"15"
1;-0,122;0,452;15;"15"
1;-0,902;-0,325;15;"15"
1;-0,623;0,514;15;"15"
1;0,996;0,555;15;"15"
1;-0,776;0,051;15;"15"
1;0,533;0,599;15;"15"
1;-0,294;-0,881;15;"15"
1;-0,533;0,202;16;"16"
1;-1,309;0,424;16;"16"
1;-0,502;1,507;16;"16"
1;-0,591;-0,311;16;"16"
1;0,209;-0,702;16;"16"
0;0,451;0,824;16;"16"
1;0,02;-0,702;16;"16"
1;0,762;0,711;16;"16"
1;0,392;0,212;16;"16"
0;-0,848;0,295;16;"16"
1;0,629;-0,293;16;"16"
1;1,017;-0,334;16;"16"
1;1,17;-1,807;16;"16"
1;-0,2;-0,454;16;"16"
0;-3,022;1,459;16;"16"
1;0,084;-1,126;16;"16"
1;-1,781;-0,77;16;"16"
1;-0,976;-1,958;16;"16"
1;-0,64;1,2;16;"16"
1;-0,336;-1,024;16;"16"
1;0,279;-0,379;16;"16"
0;-1,444;1,344;16;"16"
1;-0,523;0,395;16;"16"
1;0,487;-2,619;16;"16"
1;-0,993;-0,281;16;"16"
1;-0,229;-0,551;16;"16"
1;-2,55;0,116;16;"16"
1;0,531;-0,217;16;"16"
0;-0,521;1,627;16;"16"
1;0,855;-0,065;16;"16"
1;1,716;-0,999;16;"16"
1;-1,168;-0,804;16;"16"
1;0,441;-0,946;16;"16"
1;0,197;-1,335;16;"16"
1;1,162;-0,731;16;"16"
1;1,184;-0,02;16;"16"
1;0,697;-1,265;16;"16"
0;0,524;1,425;16;"16"
1;-0,307;-0,501;16;"16"
0;-0,161;1,075;16;"16"
1;-1,596;-2,068;16;"16"
0;0,452;0,812;16;"16"
1;0,881;0,931;16;"16"
0;-0,726;1,773;16;"16"
1;-0,695;0,302;16;"16"
1;1,549;-1,554;16;"16"
1;-0,715;-0,697;16;"16"
1;0,332;0,053;16;"16"
0;-0,454;1,627;16;"16"
0;-0,841;0,533;16;"16"
1;-0,097;-1,182;16;"16"
1;-0,397;-0,711;16;"16"
0;0,189;1,761;16;"16"
0;-0,647;1,668;16;"16"
1;-1,19;0,16;16;"16"
1;-0,448;1,103;16;"16"
1;2,026;-0,257;16;"16"
1;0,465;-0,021;16;"16"
1;0,044;2,66;17;"17"
1;-0,745;0,295;17;"17"
1;1,331;1,415;17;"17"
1;-0,956;-0,116;17;"17"
1;0,956;-0,541;17;"17"
1;-0,097;-0,284;17;"17"
1;0,227;-2,465;17;"17"
1;0,555;0,954;17;"17"
1;-0,241;0,509;17;"17"
0;-0,036;0,418;17;"17"
1;0,791;-0,058;17;"17"
1;0,138;-1,617;17;"17"
1;1,284;0,838;17;"17"
1;-0,672;-0,163;17;"17"
1;-1,537;-0,65;17;"17"
1;-0,267;1,652;17;"17"
1;0,768;-0,318;17;"17"
1;0,124;0,283;17;"17"
1;-0,996;0,539;17;"17"
1;-1,107;0,405;17;"17"
1;-1,602;0,869;17;"17"
1;0,265;-0,204;17;"17"
1;-1,02;0,071;17;"17"
1;0,32;-0,984;17;"17"
1;0,164;-1,195;17;"17"
1;-0,389;-2,438;17;"17"
1;0,934;-0,714;17;"17"
1;-0,604;-0,645;17;"17"
1;1,139;-0,468;17;"17"
1;0,463;-0,562;17;"17"
1;0,323;0,721;17;"17"
1;-1,482;1,365;17;"17"
1;1,429;0,753;17;"17"
1;-0,533;-0,826;17;"17"
1;0,873;-0,744;17;"17"
0;-0,55;0,303;17;"17"
1;0,12;0,104;17;"17"
1;-0,573;2,399;17;"17"
1;0,98;-1,962;17;"17"
1;0,232;-0,956;17;"17"
1;-0,469;0,047;17;"17"
1;-0,927;-0,043;17;"17"
1;-1,192;-0,204;17;"17"
1;0,186;0,685;17;"17"
1;0;-2,527;17;"17"
1;-0,191;0,779;17;"17"
1;0,425;0,262;17;"17"
1;0,86;0,149;17;"17"
1;1,174;-0,475;17;"17"
1;-0,23;-0,295;17;"17"
1;0,162;-0,188;17;"17"
0;0,001;2,13;17;"17"
1;0,127;-0,436;17;"17"
1;-0,137;0,676;17;"17"
1;-0,278;1,211;17;"17"
1;0,266;-0,663;17;"17"
0;-1,067;0,314;17;"17"
0;-2,371;-0,214;17;"17"
1;-2,552;0,223;17;"17"
0;-0,793;0,775;17;"17"
0;-0,797;-0,831;17;"17"
0;-1,825;1,351;17;"17"
1;-1,256;-1,161;17;"17"
1;0,46;0,191;17;"17"
1;-0,082;1,826;17;"17"
1;-0,719;0,28;17;"17"
1;-0,079;-0,03;17;"17"
1;-0,074;1,363;17;"17"
1;0,418;0,567;18;"18"
1;0,826;-1,785;18;"18"
0;-0,201;1,932;18;"18"
1;1,067;-0,131;18;"18"
1;0,222;0,476;18;"18"
0;-1,791;0,634;18;"18"
1;-1,092;0,275;18;"18"
0;-0,379;1,63;18;"18"
0;0,804;1,356;18;"18"
1;0,59;-0,156;18;"18"
0;-1,455;-0,344;18;"18"
0;-0,101;-0,167;18;"18"
1;-2,142;-1,221;18;"18"
0;-0,206;0,18;18;"18"
0;-0,899;0,308;18;"18"
0;1,121;1,267;18;"18"
1;0,265;-1,884;18;"18"
1;-0,864;-0,136;18;"18"
0;-2,433;1,773;18;"18"
0;-0,246;-0,066;18;"18"
0;-1,649;1,408;18;"18"
1;1,711;-0,445;18;"18"
1;0,68;1,27;18;"18"
1;-0,579;0,194;18;"18"
1;-1,45;-1,19;18;"18"
0;-0,253;1,505;18;"18"
1;1,002;0,365;18;"18"
1;2,407;0,405;18;"18"
0;0,66;0,154;18;"18"
1;0,592;0,103;18;"18"
0;-1,053;0,428;18;"18"
1;2,274;0,661;18;"18"
0;0,087;0,598;18;"18"
1;-0,603;0,778;18;"18"
1;1,384;0,205;18;"18"
0;-0,333;1,026;18;"18"
1;0,812;-1,375;18;"18"
1;0,177;-1,425;18;"18"
1;2,357;-0,089;18;"18"
1;0,246;1,509;18;"18"
1;0,422;-1,713;18;"18"
1;-1,165;-0,602;18;"18"
1;0,396;0,533;18;"18"
1;0,046;-1,236;18;"18"
1;-1,787;0,556;18;"18"
1;1,073;0,895;18;"18"
1;-0,537;0,11;18;"18"
1;-0,831;-0,086;18;"18"
0;0,12;1,166;18;"18"
0;-1,626;-0,17;18;"18"
0;-0,209;0,495;18;"18"
0;0,437;0,026;18;"18"
1;0,784;-0,177;18;"18"
1;-0,052;0,409;18;"18"
0;-0,364;-0,132;18;"18"
1;-1,086;-0,127;18;"18"
0;0,066;-0,665;18;"18"
1;0,068;1,629;18;"18"
0;-0,199;-0,207;19;"19"
0;0,928;1,914;19;"19"
0;-0,046;0,763;19;"19"
1;0,662;-0,635;19;"19"
0;-0,023;0,782;19;"19"
1;-0,261;-0,212;19;"19"
0;-1,15;0,636;19;"19"
1;0,398;-0,143;19;"19"
0;0,797;0,943;19;"19"
1;-0,717;-0,142;19;"19"
0;0,369;0,004;19;"19"
1;-0,764;-1,54;19;"19"
1;0,045;-0,466;19;"19"
0;-0,334;0,885;19;"19"
1;-0,507;-0,999;19;"19"
0;1,555;-0,174;19;"19"
1;1,507;-1,336;19;"19"
1;1,701;-1,801;19;"19"
0;-0,954;1,066;19;"19"
0;-0,061;1,095;19;"19"
1;1,108;0,887;19;"19"
1;-0,493;-0,831;19;"19"
1;-0,362;-0,115;19;"19"
1;-1,02;-1,395;19;"19"
1;1,088;-0,919;19;"19"
0;-0,201;-0,656;19;"19"
1;0,123;-0,566;19;"19"
1;-1,075;-1,226;19;"19"
0;-0,049;-0,175;19;"19"
1;-1,327;-1,388;19;"19"
0;-1;0,548;19;"19"
0;1,919;0,999;19;"19"
1;0,515;0,551;19;"19"
0;-0,363;0,505;19;"19"
0;0,941;-0,364;19;"19"
1;0,564;0,693;19;"19"
1;-0,027;-0,032;19;"19"
1;-0,642;0,603;19;"19"
0;-0,29;0,354;19;"19"
0;0,699;0,883;19;"19"
1;1,242;0,275;19;"19"
1;0,689;-0,246;19;"19"
1;0,906;-0,438;19;"19"
0;1,067;0,012;19;"19"
1;-0,343;-0,447;19;"19"
0;-0,323;-0,329;19;"19"
1;2,983;-0,291;19;"19"
1;-2,169;-0,487;19;"19"
1;0,865;-0,951;19;"19"
1;0,836;-0,683;19;"19"
0;-0,545;1,305;19;"19"
0;-0,384;0,525;19;"19"
1;-1,077;-0,985;19;"19"
0;0,731;1,931;19;"19"
1;-0,682;-1,723;19;"19"
0;-0,271;1,36;19;"19"
1;-0,802;-1,295;19;"19"
0;-2,174;0,015;19;"19"
1;-1,583;-0,778;19;"19"
1;1,593;-1,328;19;"19"
0;0,437;2,076;19;"19"
1;1,791;0,607;19;"19"
0;0,31;0,365;19;"19"
0;1,765;0,395;19;"19"
0;0,067;0,278;19;"19"
1;0,805;-0,843;19;"19"
0;-0,023;0,757;19;"19"
1;0,398;-1,37;19;"19"
0;-1,03;1,075;19;"19"
1;0,866;-0,402;19;"19"
0;0,139;0,388;19;"19"
1;0,412;0,726;19;"19"
1;-0,691;-0,328;19;"19"
0;-1,397;0,082;19;"19"
1;0,103;-0,196;19;"19"
0;-2,241;0,967;19;"19"
1;-2,432;-0,811;19;"19"
1;0,687;-1,207;19;"19"
1;-0,005;0,871;19;"19"
1;-1,025;-0,516;19;"19"
1;-1,166;-2,008;19;"19"
1;1,094;-0,081;19;"19"
1;-1,046;0,057;19;"19"
0;-0,175;-0,176;19;"19"
0;-1,826;1,673;19;"19"
1;-1,501;0,158;19;"19"
0;-1,228;-0,397;19;"19"
1;-0,856;-2,064;19;"19"
1;0,389;0,415;19;"19"
0;0,589;0,83;19;"19"
0;1,172;1,578;19;"19"
1;0,37;-0,996;19;"19"
1;0,285;-1,352;19;"19"
0;0,397;0,828;19;"19"
1;0,068;0,123;19;"19"
1;-0,733;-1,436;19;"19"
0;-1,206;0,571;19;"19"
1;-0,065;1,387;20;"20"
1;2,018;-2,206;20;"20"
1;0,685;2,113;20;"20"
1;-0,564;0,056;20;"20"
0;1,534;-1,003;20;"20"
0;-0,928;-0,716;20;"20"
1;0,158;1,154;20;"20"
1;0,539;-0,395;20;"20"
0;-0,112;-0,961;20;"20"
0;0,334;1,894;20;"20"
0;-0,269;-0,552;20;"20"
1;0,307;0,991;20;"20"
1;-0,768;-1,617;20;"20"
1;-0,703;1,553;20;"20"
1;0,273;0,085;20;"20"
0;0,425;-1,177;20;"20"
1;-0,877;0,386;20;"20"
1;0,126;-2,289;20;"20"
1;0,173;0,84;20;"20"
1;0,8;0,046;20;"20"
1;-0,583;-0,932;20;"20"
1;0,898;0,705;20;"20"
1;1,228;0,015;20;"20"
0;-0,761;0,483;20;"20"
0;-1,839;0,454;20;"20"
0;-0,75;-0,548;20;"20"
0;0,28;0,923;20;"20"
1;1,056;0,615;20;"20"
1;0,799;0,207;20;"20"
1;0,927;0,496;20;"20"
0;0,7;-0,243;20;"20"
1;-1,42;-0,352;20;"20"
0;0,369;-1,298;20;"20"
1;1,247;0,991;20;"20"
1;-0,056;1,2;20;"20"
1;0,161;-0,88;20;"20"
1;-0,303;-0,722;20;"20"
0;0,161;-0,357;20;"20"
1;1,445;-1,163;20;"20"
0;0,535;1,142;20;"20"
1;0,257;0,125;20;"20"
1;-1,753;0,303;20;"20"
0;0,346;1,154;20;"20"
1;1,001;-1,647;20;"20"
1;-1,234;0,095;20;"20"
0;-0,292;2,614;20;"20"
1;-1,01;0,636;20;"20"
1;1,115;-1,021;20;"20"
1;1,624;0,402;20;"20"
1;0,032;-0,192;20;"20"
1;-1,097;-1,134;20;"20"
1;0,656;-0,67;20;"20"
0;0,426;0,059;20;"20"
0;-1,337;0,639;20;"20"
0;-0,789;0,505;20;"20"
0;0,162;-0,11;20;"20"
1;0,251;0,74;20;"20"
0;0,584;0,608;20;"20"
0;0,244;-0,177;20;"20"
0;-0,306;1,231;20;"20"
1;1,459;-0,818;20;"20"
1;0,812;0,029;20;"20"
1;1,904;0,055;20;"20"
1;-0,756;-1,231;20;"20"
1;0,03;-0,648;20;"20"
1;-0,889;-0,061;20;"20"
1;0,062;0,984;20;"20"
1;0,804;1,142;20;"20"
0;0,056;0,149;20;"20"
1;-2,017;-0,929;20;"20"
1;0,652;0,132;20;"20"
0;-0,767;-0,486;20;"20"
0;-1,02;0,002;20;"20"
1;0,054;0,673;20;"20"
0;-0,812;0,624;20;"20"
1;-0,289;1,746;20;"20"
0;0,132;0,376;20;"20"
1;-1,156;-0,92;20;"20"
0;-0,642;-0,578;21;"21"
1;-0,504;-0,413;21;"21"
0;0,132;-0,65;21;"21"
0;0,719;-0,38;21;"21"
0;-1,501;-0,091;21;"21"
0;0,983;-0,268;21;"21"
0;1,329;0,508;21;"21"
1;0,189;1,572;21;"21"
1;-0,182;1,405;21;"21"
1;0,668;0,513;21;"21"
1;0,015;1,932;21;"21"
0;-0,497;-0,142;21;"21"
0;-0,445;-0,628;21;"21"
0;-1,94;-2,821;21;"21"
1;-0,486;0,506;21;"21"
0;-0,013;-0,775;21;"21"
0;-1,751;-0,061;21;"21"
1;0,141;0,917;21;"21"
0;-1,137;-0,32;21;"21"
0;-1,219;0,611;21;"21"
0;-0,876;-0,092;21;"21"
0;-1,244;-0,338;21;"21"
0;-0,848;-2,583;21;"21"
0;0,222;0,786;21;"21"
0;-2,302;0,49;21;"21"
0;0,566;0,021;21;"21"
0;1,117;-1,144;21;"21"
1;1,921;1,226;21;"21"
0;-0,538;0,217;21;"21"
0;-1,293;0,797;21;"21"
0;-2,137;0,844;21;"21"
0;-0,722;0,668;21;"21"
0;0,284;0,7;21;"21"
1;-1,112;0,051;21;"21"
0;-0,16;0,145;21;"21"
0;0,827;-0,606;21;"21"
0;-0,086;0,11;21;"21"
0;-0,156;0,536;21;"21"
0;-0,446;0,055;21;"21"
0;-0,121;-0,474;21;"21"
0;-0,234;0,333;21;"21"
1;0,26;0,741;21;"21"
1;1,23;1,25;21;"21"
0;-0,05;-0,571;21;"21"
0;0,581;0,206;21;"21"
0;-0,923;-1,262;21;"21"
0;0,017;0,462;21;"21"
0;0,384;0,057;21;"21"
0;0,196;0,322;21;"21"
0;-0,574;-0,684;21;"21"
0;-0,379;-0,188;21;"21"
0;1,291;-0,198;21;"21"
1;-0,534;1,243;21;"21"
0;-0,666;-2,574;21;"21"
1;-0,38;0,538;21;"21"
0;-0,154;0,846;21;"21"
0;0,309;0,338;21;"21"
1;-0,352;-1,338;21;"21"
0;0,46;-1,275;21;"21"
0;0,971;-0,469;21;"21"
0;-2,011;-0,226;21;"21"
0;2,139;2,365;22;"22"
0;-0,195;0,251;22;"22"
0;0,012;0,183;22;"22"
0;-0,787;0,56;22;"22"
0;-0,594;-1,314;22;"22"
0;-0,284;0,097;22;"22"
0;1,36;0,456;22;"22"
1;1,075;-0,197;22;"22"
1;-0,41;-1,358;22;"22"
1;1,392;-1,773;22;"22"
0;0,079;-0,949;22;"22"
0;0,211;-0,447;22;"22"
0;-1,819;-0,49;22;"22"
1;0,071;-1,659;22;"22"
0;0,972;0,057;22;"22"
0;0,198;0,562;22;"22"
1;1,099;-0,888;22;"22"
1;-0,664;-1,606;22;"22"
1;-0,555;-1,211;22;"22"
0;0,881;0,136;22;"22"
0;-1,511;0,495;22;"22"
0;0,185;0,525;22;"22"
0;0,751;1,119;22;"22"
0;1,842;0,068;22;"22"
1;-0,813;-2,278;22;"22"
0;-0,735;-0,181;22;"22"
1;-0,076;-1,76;22;"22"
0;1,031;-0,125;22;"22"
1;0,934;-2,582;22;"22"
0;-0,005;-0,216;22;"22"
0;0,761;-1,154;22;"22"
0;0,78;0,109;22;"22"
0;1,283;0,309;22;"22"
0;-1,511;-0,723;22;"22"
0;1,992;0,367;22;"22"
0;-0,012;0,325;22;"22"
1;-0,298;-0,912;22;"22"
0;-0,413;0,085;22;"22"
1;-0,813;-1,448;22;"22"
0;-0,484;2,564;22;"22"
0;0,864;-0,22;22;"22"
1;-0,822;-1,418;22;"22"
0;0,257;-0,785;22;"22"
1;-0,421;-2,312;22;"22"
0;-1,036;-0,421;22;"22"
0;-0,564;0,435;22;"22"
0;-0,587;-0,108;22;"22"
0;-1,091;2,058;22;"22"
0;1,84;-0,045;22;"22"
0;-1,03;1,793;22;"22"
0;1,185;-0,219;22;"22"
0;-1,265;-0,399;22;"22"
0;-0,613;0,011;22;"22"
0;2,155;0,594;22;"22"
0;1,348;0,857;22;"22"
0;-1,226;-0,195;22;"22"
1;0,689;-0,61;22;"22"
0;-0,91;-0,785;22;"22"
1;-0,334;-1,038;22;"22"
0;-0,568;0,235;22;"22"
0;-1,311;-0,591;22;"22"
0;0,857;0,144;22;"22"
0;0,084;1,133;22;"22"
1;0,071;-0,457;22;"22"
1;-0,128;-1,026;22;"22"
1;-1,712;-1,432;22;"22"
0;-0,947;-0,441;22;"22"
0;-0,774;2,184;22;"22"
0;-0,214;-0,031;22;"22"
0;-0,395;-0,011;22;"22"
1;0,203;-0,332;22;"22"
0;-1,996;0,685;22;"22"
0;-2,258;0,511;22;"22"
1;1,193;0,571;22;"22"
0;1,022;-0,868;22;"22"
0;-1,331;1,52;22;"22"
1;0,726;0,248;22;"22"
1;-1,648;-0,97;22;"22"
0;-0,134;-0,463;22;"22"
1;-0,213;-1,155;22;"22"
1;-0,197;-0,531;22;"22"
0;-2,629;-0,751;22;"22"
0;-0,824;-0,1;22;"22"
0;-0,537;1,225;22;"22"
0;1,914;-0,837;22;"22"
0;0,106;-0,141;22;"22"
0;-0,211;1,208;22;"22"
0;-0,024;1,32;22;"22"
0;-1,328;1,241;22;"22"
0;-0,731;0,597;22;"22"
1;1,255;-1,99;22;"22"
0;-0,697;0,18;22;"22"
0;-0,306;0,521;23;"23"
1;0,848;-0,012;23;"23"
1;0,297;0,641;23;"23"
