Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182461,0.0181095,0.0176888,0.0173002,0.00477781,0.0163121,0.0399776,0.0585012,0.059617,0.235114,0.277042,0.31795,1.41341,4.48463,14.9345,41.2111,62.4177,80.6707,77.8318,92.6301,91.1131,97.1482,100.385,103.61,111.239,108.809,116.004,110.767,121.932,109.356,
East Asia & Pacific (excluding high income),EAP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0.000118836362216,0.000135336174517,0.001058276119642,0.001945516488289,0.003593587603158,0.00630696207577,0.011309705054164,0.021547680596164,0.042583533637205,0.09085759049317,0.181881580472176,0.381002836435926,0.668774021764941,1.11228086591734,1.72282945358372,2.96784049228301,5.68120640988727,9.69222893562211,13.9852320072808,18.3730047612492,23.4104965116496,27.960990243914,33.5773187363102,42.3126413044846,52.089623646363,60.3399092834788,69.5961933783835,79.5333842017079,88.3307560869926,95.3355753178404,100.426281624851,101.014518498038,107.403607518464,113.678129033439,117.518777470347,124.513771057801,
Early-demographic dividend,EAR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0.000100420848412,0.00011360369639,0.000301349936243,0.000841112086771,0.001463002744428,0.002796271711449,0.009233038574574,0.019023639052994,0.034304667472412,0.053475902203872,0.10237842936639,0.183402336182976,0.344819064218125,0.649656581279375,1.04604557682328,1.87978629708329,3.27941600481021,4.66357388010211,6.05633644838527,8.3112349568612,11.6680801272897,17.2534965217517,25.3030204963082,34.7295066430337,45.1967465612144,55.6603549344326,68.0968619980887,77.4955255408108,79.6849370175349,83.3801170193173,86.3847682623699,89.3036918649832,95.3129873355596,97.6298789416754,94.2738496297852,96.775413287752,
East Asia & Pacific,EAS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0.000828112672853,0.001216459721555,0.001644705240432,0.0025670428492,0.003992004044203,0.007380569623177,0.012769873907272,0.023507680895873,0.049531902996002,0.088282514085724,0.145142456498522,0.211806975340731,0.311181942742346,0.574473915953193,1.24270527808368,2.46540019658939,3.70876502059519,5.26702168051426,7.77307613394408,11.317173442026,15.7033520404528,20.1777368439037,24.5599548781539,29.3984803401604,33.8362311469,39.2162471434722,47.7375199490975,56.7648232130182,64.5865259044975,73.3628109515354,82.8780042044703,91.224838271866,97.8508908117914,102.938151657175,103.630110795965,109.767043198598,115.771260766898,119.575070461812,126.018901381867,
Europe & Central Asia (excluding high income),ECA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.000107430095561,0.0014857531392,0.002839657561678,0.004461669274082,0.009028031541764,0.013582114714514,0.018938481094627,0.026914271535293,0.060800783684425,0.162064084626087,0.316762137064897,0.657443854799258,1.32576911731625,3.00516228337472,6.18279310753306,9.51659691736939,14.580412757429,22.7620166925383,38.9020735381283,60.5289747637066,80.200319356817,94.3542829351643,107.57667659536,117.839213632252,122.642223976779,118.821182511939,121.210308659729,125.269015201619,126.394770379223,127.179907523643,126.98259406932,126.747442110404,125.799435609992,131.191205247076,
Europe & Central Asia,ECS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.002997448711285,0.006382065214422,0.010007977138909,0.014800585758972,0.022371225931585,0.039898940573178,0.068818377179254,0.116465170999438,0.192170248228522,0.301780389153517,0.415804853539111,0.566042502386621,0.746540610304539,1.1059252315818,1.79915153295517,2.85314118017606,4.49024606149512,7.20724945951114,12.3111189086828,21.3873728393773,34.2301664777138,42.1288781333982,47.7784945998715,55.2613915471355,66.3427468861099,81.1041307544059,94.6433836796277,106.399537761388,115.119793500456,119.503276667053,120.297631620334,120.199862371558,122.285694591684,124.708289920982,124.511564827831,124.032705023323,124.024025076158,124.141605610677,123.689605394825,126.193641187421,
Ecuador,ECU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168808,0.474719,0.510793,1.05849,1.99052,3.07974,3.8026,6.65253,11.8756,17.9373,26.067,45.1787,60.3515,69.5271,80.3845,89.6262,98.4652,100.583,106.35,105.849,104.099,79.8407,84.1804,87.2868,92.3233,91.2479,
"Egypt, Arab Rep.",EGY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00505273,0.00565738,0.00660538,0.00712575,0.00783637,0.00837441,0.0114845,0.0120647,0.0118202,0.0115862,0.100749,0.137138,0.71239,1.97569,3.98246,6.28761,7.96079,10.3045,18.0468,23.4165,38.4672,51.8442,68.2226,85.3794,98.6938,112.007,112.783,105.409,101.702,103.541,106.756,95.2866,94.9717,
Euro area,EMU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.007805483708473,0.009370777966324,0.011196015848254,0.013917689942425,0.017097956183039,0.0295186064039,0.055214639101371,0.089985544371702,0.154851163668814,0.253843499700607,0.44069195753241,0.71995610448273,1.04485759446371,1.61516115406267,2.52270992986679,4.13558168492546,7.21832032026394,12.6415986101457,22.0553948984785,37.9437403455082,59.4906221887158,71.9867435005248,76.7726977565484,82.7640301007695,89.4715344106971,98.5396224163738,106.65734738929,116.787861596308,122.180026498312,121.439645217237,117.514443805601,120.50387856831,121.855011741697,122.804247734263,121.04022558177,120.296502718192,121.325114046202,122.891067968567,122.645012438194,122.463544871796,
Eritrea,ERI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735347,1.43059,2.12446,2.81485,3.54681,4.52351,5.84384,7.52773,9.39303,10.8136,12.6048,14.2096,14.9857,20.364,20.364,20.364,
Spain,ESP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.00437517,0.0107818,0.0297858,0.0761352,0.139532,0.275963,0.457478,0.650738,1.03865,2.37501,7.51121,10.8347,16.0129,37.0879,59.4371,71.7719,79.9889,87.3778,89.1805,96.9899,102.161,106.589,107.716,109.594,109.5,111.695,107.654,106.879,108.612,109.419,110.48,112.561,115.871,118.253,
Estonia,EST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368165,0.164254,0.485464,0.945307,2.12502,4.90218,10.2293,17.5632,27.5682,39.811,46.7907,63.7144,76.4975,92.0918,106.613,122.925,125.11,121.222,117.543,124.075,136.029,151.135,146.121,144.16,144.721,144.163,144.341,145.438,147.177,
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104751,0.0268132,0.0403466,0.0718099,0.0711148,0.209503,0.537852,1.10423,1.498,2.35723,4.75363,7.82063,15.6719,22.1337,26.8875,31.0823,41.9611,49.4424,37.2181,36.2007,36.2007,
European Union,EUU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.005769311893464,0.011907765552738,0.016671796276208,0.023024184401749,0.034098458953465,0.050603927935095,0.08181353863976,0.126658591289206,0.19693554185933,0.300525540604723,0.471639938423228,0.712138959044086,0.987682667940716,1.48566650231743,2.373814994959,3.84522269605028,6.49878025628467,11.0676489708884,19.0101360017091,32.3679466761619,51.0550588271641,63.2813815870913,69.6546363564334,76.5156381046115,84.5541637851273,94.614136676276,104.271882970555,115.231993778974,121.307247410054,121.058078552163,118.488358069631,121.669919759545,123.702518367641,125.035705806202,123.605495946103,121.824324039764,122.179427073007,122.67185556344,122.750376279315,123.098655232885,
Fragile and conflict affected situations,FCS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491519994719,0.000981891256183,0.00191336176582,0.004164897411796,0.019661619443394,0.047087272726954,0.079719343033312,0.1264387087906,0.183526014431648,0.329331064294324,0.558290289156649,0.979834890811375,1.41410726704693,1.91007450384944,2.49677873551598,3.52882196898073,5.99114380606307,10.0148414618881,17.2436154084396,23.1949960432028,31.9231584336083,37.8963209242379,44.0205083963958,49.5699629816693,56.0857603388093,63.0885870119061,70.1822084977842,73.287916309045,71.2053751358994,69.8240869810249,74.0600457220535,74.7104622670775,
Finland,FIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.49041,0.587923,0.700709,0.868459,1.06399,1.37723,1.7301,2.14015,2.78487,3.8181,5.16134,6.35842,7.65167,9.645,13.2539,20.2994,29.239,41.9775,55.1094,63.2434,71.8708,80.2924,86.6383,90.8177,95.1514,100.211,107.437,114.766,128.397,144.134,156.361,165.862,172.122,136.261,139.206,134.94,133.985,132.635,132.185,129.244,
Fiji,FJI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143676,0.283715,0.471707,0.655956,0.999804,2.89965,6.78873,9.94355,11.0272,13.4647,17.3856,24.9512,34.3847,63.3885,70.9756,74.9733,81.1707,84.1972,99.2764,107.486,101.122,111.204,119.749,117.831,117.831,117.831,
France,FRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.016302,0.0702644,0.175198,0.316288,0.499763,0.658894,0.764167,0.99703,1.53333,2.25338,4.24515,9.99181,19.1808,36.5109,49.2287,62.3018,64.5202,69.2131,73.3863,78.6778,83.9911,89.476,93.1888,92.6052,91.898,94.6123,97.9482,99.1086,101.918,103.456,104.49,106.439,108.408,110.615,
Faroe Islands,FRO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03268,3.67573,3.46907,4.27425,5.60658,7.15773,10.2651,14.1357,23.1738,36.3133,52.1033,73.5439,80.1695,86.7605,88.0768,104.547,109.083,114.722,119.212,124.328,122.274,122.739,120.586,121.522,110.743,113.107,116.474,116.474,116.474,
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934317,5.49013,11.9878,13.2801,17.6671,26.2686,26.559,26.7055,26.7396,26.6796,29.8672,29.6367,29.6367,20.6667,21.2421,20.7377,20.7377,20.7377,
Gabon,GAB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027928,0.11653,0.244123,0.368682,0.610986,0.832356,0.828504,0.741502,9.76912,11.9237,21.6786,22.7281,36.1478,52.9784,62.7896,79.3848,85.6085,92.4198,99.1294,140.697,146.182,151.08,155.682,144.867,147.543,128.982,138.281,138.281,
United Kingdom,GBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.0886312,0.229997,0.511841,0.985694,1.7113,1.94979,2.19931,2.62333,3.93734,6.82093,9.90082,12.4727,15.1628,25.4281,46.2992,73.7433,78.2809,82.9784,91.0929,99.6913,108.598,115.219,120.146,120.59,121.73,120.911,120.525,121.393,121.067,119.928,120.332,119.056,118.621,117.549,117.549,
Georgia,GEO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301431,0.0474556,0.636996,1.31136,2.98976,4.4643,7.01253,11.826,16.7784,19.8931,27.8922,40.6683,62.3901,66.5053,68.8677,97.0516,108.56,115.612,123.326,133.838,137.934,137.765,137.261,133.398,134.721,
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00255537,0.0108153,0.0201429,0.0364405,0.0731052,0.122095,0.227448,0.372234,0.674547,1.23398,1.91034,3.83382,7.9681,13.1772,23.2684,33.113,49.1025,62.5086,70.3681,83.3704,98.5459,105.332,111.52,125.707,134.489,126.202,137.517,134.319,
Gibraltar,GIB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30029,3.45863,5.50871,8.16442,11.9493,17.8846,31.0012,37.9011,48.8404,55.8552,60.2065,65.8348,71.6055,77.4755,85.2078,89.3256,96.6917,103.281,103.281,112.676,122.839,121.931,121.664,118.631,120.284,
Guinea,GIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000608946,0.0114671,0.0130681,0.0127281,0.0374311,0.274362,0.312636,0.511023,0.661393,1.0572,1.27384,1.73543,2.07474,2.07474,21.0125,28.2376,35.0144,39.2458,46.6446,52.4285,68.2695,77.8721,94.156,94.6464,96.9545,96.115,100.797,
"Gambia, The",GMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198545,0.0430782,0.0742087,0.127772,0.265959,0.394327,0.407713,0.41554,0.424982,4.05015,7.12118,10.2971,11.6937,16.0311,25.4074,48.8076,69.0313,75.4404,82.442,75.8145,80.1145,94.151,112.828,130.194,132.059,133.972,139.529,139.529,
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993528,3.00352,7.34797,11.4207,20.9858,34.5666,37.7611,44.4874,46.8739,65.3711,57.0245,65.4853,71.2924,72.1391,78.4851,78.9889,82.7926,
Equatorial Guinea,GNQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118251,0.0559222,0.0531789,0.103134,0.824836,2.37467,4.86039,6.04371,8.63381,12.928,15.2964,18.2551,20.9098,22.1828,42.3139,48.5239,48.5921,47.4523,46.0261,45.6401,47.3716,44.8583,45.1669,45.1669,
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455675,1.4373,2.5406,4.91131,8.59782,18.6598,35.4011,53.5314,71.5234,83.2946,79.6532,82.9937,91.4083,98.1636,110.562,124.991,121.314,112.905,111.995,123.923,116.556,113.485,117.889,118.123,122.401,115.667,113.449,
Grenada,GRD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155713,0.152395,0.186281,0.287081,0.352283,0.398851,0.564351,0.960942,1.38207,1.96423,4.18154,6.21217,7.28815,40.6644,41.5086,44.7712,44.0214,48.8459,56.9166,108.162,114.791,113.164,120.909,122.955,107.575,109.277,107.901,102.077,102.077,102.077,
Greenland,GRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306117,0.784272,1.72713,3.67669,7.3822,11.5979,15.9058,24.1248,26.9052,28.1961,35.2525,52.46,68.6463,81.614,94.6095,116.641,98.1967,94.2533,101.255,103.873,105.286,107.066,107.838,108.2,108.2,110.182,110.56,114.48,
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00316284,0.0128753,0.0220527,0.0300844,0.102848,0.288217,0.407836,0.589605,1.00099,2.96649,7.3543,9.6138,12.9176,16.2776,24.7579,34.4384,53.5846,86.8415,106.727,120.894,123.496,130.305,136.123,139.245,106.208,111.5,110.14,118.159,118.667,118.728,
Guam,GUM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649156,0.951775,1.36392,2.86971,3.41094,3.91936,3.77438,8.43003,12.991,17.5112,20.8439,44.8542,50.597,61.9857,61.9857,61.9857,61.9857,61.9857,61.9857,,,,,,,,,,,
Guyana,GUY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112343,0.136446,0.164845,0.163275,0.15773,0.184704,0.192895,0.375497,5.33403,10.1073,10.6607,18.5139,23.0183,37.7087,53.5947,72.1759,59.957,65.3365,74.7758,70.3108,72.4183,73.0997,74.2625,70.7031,75.7951,82.9711,82.9711,82.9711,
High income,HIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0.00248720087848,0.006688777041218,0.01059407726038,0.015433019256364,0.032703741877991,0.076609215627295,0.145762733098245,0.253362815403197,0.42719784043309,0.71961076300312,1.05715919100186,1.50582612822401,2.09720684511887,2.99300522601059,4.70092210160971,7.43311838688136,11.6018879923342,16.4042498440802,23.6080625596334,34.675249189656,48.3809398746762,57.2232772982663,62.8221630919129,68.8848025733676,75.7963140704834,83.22636512199,91.0172500392833,99.642291308792,104.455017525943,107.604783932485,109.480161810345,113.203442088049,115.533752062009,117.301827642568,121.455157457396,123.184732099041,124.634722889848,124.871326812001,125.903510126801,126.294092857503,
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0.0192018,0.0832227,0.1861,0.513477,0.922735,1.57968,2.33787,3.27005,3.97842,4.90598,8.0809,13.122,22.0167,35.3951,49.4682,65.5434,82.4565,86.67,95.4333,109.287,121.786,126.216,138.842,157.187,168.271,181.918,198.006,218.265,232.551,239.437,237.705,232.737,242.768,251.765,259.426,288.533,
Honduras,HND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393374,0.238632,0.560992,1.22848,2.36171,3.51943,4.71201,5.33838,9.71036,17.1801,29.3512,53.5932,77.8191,102.944,114.278,95.0659,85.2945,88.2789,86.26,88.3185,84.489,87.3209,79.1503,72.7438,
Heavily indebted poor countries (HIPC),HPC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96861145643276E-05,0.000785606753044,0.001681382822108,0.003755912120744,0.010331002533282,0.026969384088521,0.065712313169469,0.144557192991358,0.283794944757671,0.600601320060947,1.07752086779086,1.69194933693725,2.76070795940306,4.23444169439989,6.31193245379953,10.4767032662287,16.6327739185578,24.6561138073181,30.7026642223187,37.2333512597953,45.0849467014677,51.0239687657119,57.1131146434851,62.4860458953436,67.391430570532,65.9713301832284,66.1101820987514,66.6768499193612,68.279844246294,
Croatia,HRV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502473,0.0424159,0.133534,0.242297,0.465112,0.729688,1.41955,2.65687,4.06286,6.61964,23.3284,39.8133,52.6093,57.8118,64.6801,83.3634,100.559,115.408,104.644,107.688,113.867,118.595,115.724,110.392,104.837,104.318,104.889,103.173,105.583,106.642,
Haiti,HTI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122329,0.300515,0.649826,1.06286,1.59924,3.59546,4.42132,5.43974,12.8414,26.3287,33.1724,37.2319,40.2037,41.5828,59.4575,68.8436,64.1701,68.2527,60.0003,57.4181,57.5289,57.5289,
Hungary,HUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254887,0.0818003,0.224856,0.441275,1.38063,2.56056,4.57878,6.84665,10.4105,15.8853,30.0991,48.7316,67.7281,78.3386,86.2841,92.4059,99.1056,110.034,122.341,118.405,120.997,118.132,117.387,117.861,119.597,101.254,102.041,102.212,103.445,106.072,
IBRD only,IBD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,5.58541287347867E-05,6.35354573247689E-05,0.000507805049319,0.001154342685927,0.002179606428245,0.004234662949662,0.009635448396648,0.019531848785776,0.03904381527994,0.076054572864956,0.158721236519528,0.314373591241328,0.556924473403203,1.01882544492075,1.66550129400156,3.01294199254138,5.44058321016442,8.45676043670413,11.6938924635977,15.793564009168,21.6179895574078,29.0900263204889,37.5772651943306,46.9893111175827,57.3644004723791,67.6468477455578,78.7799339088999,87.5526097603703,91.8365451298449,96.6890094199994,99.5088791283458,100.147057622992,104.709574314273,107.775546247692,108.488256398403,111.613145612539,
IDA & IBRD total,IBT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,4.55980283214894E-05,5.17892478113493E-05,0.000413303797041,0.000938132397907,0.001768644739945,0.003430434684517,0.007838941967297,0.015951729578876,0.031831317532887,0.061985641993907,0.128734643746829,0.253831829729109,0.448640444393583,0.819039016341135,1.33815860578539,2.4176286443096,4.36243890292855,6.8038548315113,9.4638799527304,12.8316683136345,17.7465678667414,24.2367566329111,32.20861361639,41.2206874387889,51.31775386321,60.5045926011618,70.5827361515385,78.927762805336,83.5640231491229,88.6590036819375,92.1292347804385,93.3681695851561,96.9906580260227,99.3530636198762,100.733778163075,103.667528021053,
IDA total,IDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258608809184,0.001012195690065,0.002094770955835,0.004712458672939,0.008229574994335,0.013644418076254,0.024103515025088,0.04563338977688,0.086926951011905,0.170930024183546,0.345549924336596,0.724821975297222,1.36830512089856,2.22732021372462,4.03425551957277,7.29643543570447,13.7156703038162,21.6121647143732,31.0342239743829,36.8563412635684,43.7865757257122,51.0841841677687,57.185321589427,63.3667518903943,69.186957125782,72.5590369265232,73.5775833083385,74.1474954625543,77.8448224602563,80.5425641505226,
IDA blend,IDB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000772312294083,0.003022630510082,0.00505476395741,0.008977465876136,0.014240421879721,0.020964834793172,0.033093020264134,0.059231788160685,0.087797824693307,0.166729547338605,0.292272320495512,0.751454706696395,1.61794089823873,2.50067334374246,5.09205942405276,10.0815515643951,19.8904868829879,30.3396696135885,44.0766502032716,50.0360889745548,56.2428971924751,61.2268778562419,66.7634919663998,71.1025905527584,73.975555739692,74.0232941551529,75.803863560033,75.2198215036442,80.8797148252718,85.1677059160835,
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0.00108343,0.00122983,0.00269103,0.00368136,0.00514814,0.0072544,0.00997501,0.0132877,0.0189337,0.0279998,0.0402357,0.106961,0.281397,0.451703,0.518081,1.06462,1.73479,3.0411,5.38283,8.39512,13.5865,20.7301,27.8229,40.1881,59.7012,68.593,87.3699,101.913,113.488,124.392,127.615,131.18,147.415,164.441,119.838,127.492,
IDA only,IDX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000605406489829,0.002568469144085,0.005210381683383,0.009968811294458,0.019600888839179,0.038817944623667,0.086490147405255,0.173037795794546,0.372281665639924,0.711468387695916,1.24327569781287,2.09024296987742,3.5043160400747,5.904820811149,10.6301789861569,17.2491561294309,24.5088680552482,30.2550617164289,37.5394372175428,45.9895486063556,52.3662477989834,59.4681622898753,66.7702889367927,71.8192340408821,72.4499001162865,73.6040979278503,76.3068028648959,78.19938611158,
Isle of Man,IMN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007955,0.0333854,0.0881046,0.117255,0.181523,0.338556,0.608372,1.18904,3.03098,4.62278,7.85459,14.2473,19.7446,28.8914,43.1205,60.9415,71.4925,68.3152,69.197,72.8626,76.4076,85.1487,87.3177,86.9426,84.27,
Not classified,INX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.00854463,0.042657,0.0988387,0.179376,0.386919,0.712071,0.909683,1.24651,1.72262,2.46643,4.39844,7.97317,14.927,25.652,44.9421,65.0524,77.2986,76.7656,87.938,95.1177,103.11,110.862,114.939,114.318,104.671,103.231,106.866,108.799,105.75,106.176,105.365,103.819,103.063,103.171,105.382,
